age,education,occupation,hours-per-week,gender,salary
39,Assoc-voc,Craft-repair,40,Male,<=50K
59,12th,Transport-moving,35,Male,<=50K
34,Doctorate,Prof-specialty,32,Male,>50K
36,Assoc-voc,Exec-managerial,40,Male,<=50K
54,Some-college,Sales,40,Male,>50K
48,Assoc-voc,Tech-support,40,Male,>50K
19,7th-8th,Other-service,33,Male,<=50K
40,Prof-school,Prof-specialty,40,Male,>50K
25,HS-grad,Handlers-cleaners,45,Male,<=50K
39,Assoc-acdm,Adm-clerical,40,Male,<=50K
34,Some-college,Craft-repair,40,Male,<=50K
30,HS-grad,Other-service,30,Female,<=50K
43,HS-grad,Other-service,24,Female,<=50K
35,Bachelors,Prof-specialty,40,Male,>50K
36,Doctorate,Prof-specialty,50,Male,>50K
59,HS-grad,Farming-fishing,65,Male,>50K
33,HS-grad,Craft-repair,40,Male,<=50K
22,Some-college,Handlers-cleaners,50,Male,<=50K
48,HS-grad,Craft-repair,45,Male,<=50K
54,HS-grad,Adm-clerical,40,Female,<=50K
49,Some-college,Adm-clerical,38,Female,<=50K
37,Bachelors,Tech-support,40,Female,<=50K
45,HS-grad,Machine-op-inspct,40,Male,<=50K
51,Some-college,Sales,40,Female,<=50K
46,Some-college,Craft-repair,40,Male,<=50K
31,Bachelors,Exec-managerial,40,Female,>50K
29,10th,?,38,Female,<=50K
39,Some-college,Adm-clerical,50,Female,>50K
35,HS-grad,Handlers-cleaners,40,Male,<=50K
26,Bachelors,Adm-clerical,40,Female,>50K
51,Some-college,Adm-clerical,40,Male,>50K
31,Masters,Prof-specialty,6,Male,<=50K
39,HS-grad,Machine-op-inspct,40,Male,>50K
26,11th,Other-service,30,Male,<=50K
25,Bachelors,Tech-support,35,Male,<=50K
61,Some-college,Adm-clerical,40,Male,>50K
49,HS-grad,Sales,40,Female,<=50K
53,Bachelors,Prof-specialty,45,Female,<=50K
52,Preschool,Machine-op-inspct,40,Male,<=50K
52,HS-grad,Transport-moving,55,Male,<=50K
74,Bachelors,?,35,Female,<=50K
50,HS-grad,Adm-clerical,40,Male,<=50K
29,Bachelors,Sales,35,Female,>50K
76,7th-8th,Protective-serv,30,Male,<=50K
19,HS-grad,Adm-clerical,15,Female,<=50K
25,HS-grad,Transport-moving,40,Male,<=50K
45,HS-grad,Adm-clerical,40,Female,<=50K
34,Assoc-acdm,Adm-clerical,35,Female,<=50K
20,Some-college,Other-service,16,Female,<=50K
66,Masters,?,6,Male,<=50K
63,Bachelors,?,45,Female,<=50K
27,Some-college,Tech-support,40,Male,<=50K
41,Some-college,Adm-clerical,40,Male,<=50K
43,HS-grad,Other-service,60,Male,<=50K
23,HS-grad,Adm-clerical,40,Female,<=50K
37,Some-college,Adm-clerical,40,Female,<=50K
31,Bachelors,Exec-managerial,40,Male,<=50K
33,Some-college,Craft-repair,4,Male,<=50K
28,Assoc-acdm,Sales,20,Male,<=50K
70,HS-grad,?,20,Female,<=50K
35,Some-college,Adm-clerical,40,Female,<=50K
41,Assoc-acdm,Tech-support,75,Male,>50K
17,11th,Other-service,12,Female,<=50K
41,Bachelors,Prof-specialty,40,Female,>50K
44,Assoc-voc,Sales,45,Male,<=50K
47,7th-8th,Craft-repair,40,Male,<=50K
24,HS-grad,Handlers-cleaners,40,Male,<=50K
38,Assoc-voc,Other-service,40,Female,<=50K
34,Some-college,Exec-managerial,52,Male,<=50K
62,HS-grad,Other-service,35,Female,<=50K
27,HS-grad,Adm-clerical,38,Male,<=50K
59,Some-college,Adm-clerical,40,Female,>50K
35,Masters,Exec-managerial,40,Male,<=50K
38,HS-grad,Other-service,32,Female,<=50K
28,Some-college,Other-service,50,Female,<=50K
28,HS-grad,Adm-clerical,38,Female,<=50K
59,9th,Transport-moving,40,Male,<=50K
42,Some-college,Adm-clerical,40,Female,<=50K
54,Masters,Prof-specialty,32,Female,>50K
39,HS-grad,Prof-specialty,45,Male,<=50K
41,Bachelors,Farming-fishing,40,Male,<=50K
43,Bachelors,Adm-clerical,40,Female,<=50K
32,Bachelors,Other-service,50,Male,>50K
62,Some-college,Sales,33,Female,<=50K
58,HS-grad,Adm-clerical,40,Female,<=50K
43,HS-grad,Craft-repair,40,Male,<=50K
67,Some-college,?,40,Male,<=50K
31,HS-grad,Machine-op-inspct,40,Female,<=50K
51,Masters,Prof-specialty,70,Female,>50K
54,Bachelors,Other-service,36,Female,<=50K
20,Some-college,Machine-op-inspct,70,Male,<=50K
35,Some-college,Sales,40,Male,>50K
22,HS-grad,Other-service,36,Female,<=50K
38,Bachelors,Exec-managerial,60,Male,<=50K
42,HS-grad,Exec-managerial,40,Male,<=50K
44,Masters,Adm-clerical,40,Male,>50K
28,HS-grad,Farming-fishing,70,Male,>50K
74,Some-college,Exec-managerial,35,Male,>50K
34,HS-grad,Exec-managerial,40,Female,<=50K
50,HS-grad,Prof-specialty,52,Male,<=50K
50,Assoc-voc,Exec-managerial,40,Female,<=50K
43,HS-grad,Handlers-cleaners,40,Male,<=50K
29,HS-grad,Craft-repair,40,Male,<=50K
30,HS-grad,?,25,Female,<=50K
61,HS-grad,Exec-managerial,50,Male,>50K
21,Some-college,Adm-clerical,40,Female,<=50K
27,Bachelors,Other-service,30,Male,<=50K
47,Doctorate,Prof-specialty,40,Male,>50K
39,Assoc-acdm,Prof-specialty,40,Female,<=50K
33,HS-grad,Craft-repair,40,Male,<=50K
22,HS-grad,Sales,37,Female,<=50K
38,Some-college,Adm-clerical,40,Female,<=50K
45,Some-college,Craft-repair,40,Male,<=50K
42,HS-grad,Machine-op-inspct,45,Male,>50K
35,Some-college,Craft-repair,45,Male,<=50K
21,HS-grad,Adm-clerical,40,Female,<=50K
49,Assoc-voc,Adm-clerical,44,Female,<=50K
50,Bachelors,Prof-specialty,40,Female,<=50K
36,Doctorate,Prof-specialty,36,Female,>50K
20,HS-grad,Adm-clerical,20,Male,<=50K
49,HS-grad,Prof-specialty,40,Female,<=50K
40,Bachelors,Prof-specialty,60,Male,>50K
22,Some-college,Adm-clerical,40,Female,<=50K
60,HS-grad,?,40,Female,<=50K
67,11th,Adm-clerical,20,Female,<=50K
21,Some-college,Adm-clerical,40,Female,<=50K
60,HS-grad,Farming-fishing,50,Male,<=50K
17,11th,Other-service,12,Female,<=50K
43,Masters,Exec-managerial,32,Female,>50K
49,Bachelors,Exec-managerial,45,Male,>50K
41,Bachelors,Prof-specialty,60,Female,>50K
38,Some-college,Craft-repair,40,Male,<=50K
38,HS-grad,Craft-repair,40,Male,<=50K
35,Assoc-acdm,Exec-managerial,99,Male,>50K
40,Some-college,Sales,40,Male,<=50K
23,Some-college,?,40,Female,<=50K
19,Some-college,?,40,Female,<=50K
40,HS-grad,Transport-moving,60,Male,>50K
46,HS-grad,Adm-clerical,40,Female,<=50K
25,Some-college,Adm-clerical,22,Female,<=50K
36,HS-grad,Machine-op-inspct,40,Male,>50K
24,Assoc-acdm,Handlers-cleaners,48,Male,<=50K
62,HS-grad,Machine-op-inspct,48,Male,<=50K
54,Preschool,Craft-repair,40,Male,<=50K
23,Bachelors,Adm-clerical,40,Female,<=50K
60,HS-grad,Adm-clerical,40,Female,<=50K
18,HS-grad,Farming-fishing,8,Female,<=50K
41,Some-college,Adm-clerical,40,Female,<=50K
45,Masters,Prof-specialty,40,Female,<=50K
62,Assoc-voc,Exec-managerial,40,Female,<=50K
28,Bachelors,Tech-support,40,Female,<=50K
36,Some-college,Exec-managerial,60,Male,>50K
31,HS-grad,Sales,40,Male,<=50K
44,HS-grad,Handlers-cleaners,40,Male,<=50K
33,HS-grad,Craft-repair,50,Male,<=50K
62,Prof-school,Prof-specialty,16,Male,<=50K
27,7th-8th,Other-service,40,Female,<=50K
42,Assoc-voc,Adm-clerical,40,Female,>50K
55,9th,Handlers-cleaners,37,Male,<=50K
41,HS-grad,Sales,50,Female,<=50K
26,Some-college,Exec-managerial,50,Male,<=50K
45,Some-college,Adm-clerical,40,Female,>50K
67,HS-grad,Farming-fishing,65,Male,<=50K
25,Assoc-voc,Craft-repair,45,Male,<=50K
30,HS-grad,Craft-repair,48,Male,>50K
22,Bachelors,Exec-managerial,40,Male,<=50K
19,Some-college,Other-service,20,Male,<=50K
26,Bachelors,Exec-managerial,45,Female,<=50K
61,HS-grad,Craft-repair,50,Male,<=50K
32,Prof-school,Sales,50,Female,>50K
43,HS-grad,Adm-clerical,40,Female,<=50K
53,HS-grad,Priv-house-serv,20,Female,<=50K
53,Some-college,Adm-clerical,45,Male,<=50K
42,12th,Craft-repair,10,Male,<=50K
36,HS-grad,Adm-clerical,40,Female,>50K
55,Bachelors,Exec-managerial,99,Male,<=50K
35,Bachelors,Prof-specialty,40,Male,>50K
17,11th,Sales,16,Female,<=50K
55,Prof-school,Prof-specialty,35,Female,<=50K
36,HS-grad,Exec-managerial,40,Male,<=50K
40,Masters,Prof-specialty,40,Female,>50K
54,10th,Other-service,10,Female,<=50K
45,Bachelors,Prof-specialty,45,Male,<=50K
48,Some-college,Tech-support,40,Male,>50K
40,Prof-school,Exec-managerial,60,Male,>50K
31,Bachelors,Prof-specialty,50,Male,<=50K
26,Bachelors,Adm-clerical,40,Male,<=50K
34,Some-college,Exec-managerial,40,Female,>50K
19,HS-grad,Adm-clerical,25,Female,<=50K
31,Assoc-acdm,Craft-repair,40,Male,<=50K
34,HS-grad,Prof-specialty,30,Female,<=50K
55,Masters,Exec-managerial,55,Male,>50K
38,Some-college,Craft-repair,40,Male,<=50K
21,HS-grad,Handlers-cleaners,20,Male,<=50K
27,7th-8th,Craft-repair,40,Male,<=50K
35,HS-grad,Other-service,40,Male,<=50K
20,Some-college,Adm-clerical,20,Female,<=50K
24,Assoc-voc,Other-service,38,Female,<=50K
27,Masters,Tech-support,40,Male,<=50K
18,11th,Machine-op-inspct,4,Male,<=50K
28,Some-college,Adm-clerical,40,Female,<=50K
36,HS-grad,Transport-moving,40,Female,<=50K
66,Some-college,Transport-moving,20,Male,<=50K
19,Some-college,Other-service,15,Female,<=50K
59,10th,Exec-managerial,36,Female,<=50K
33,HS-grad,Transport-moving,46,Male,<=50K
28,7th-8th,Handlers-cleaners,40,Male,<=50K
34,Bachelors,Other-service,40,Male,<=50K
41,Some-college,Adm-clerical,55,Female,<=50K
30,11th,Craft-repair,45,Male,<=50K
59,HS-grad,Craft-repair,40,Male,<=50K
42,Bachelors,Sales,60,Male,<=50K
47,HS-grad,Prof-specialty,38,Female,>50K
29,10th,Adm-clerical,40,Female,<=50K
60,Some-college,Machine-op-inspct,50,Male,>50K
53,HS-grad,Craft-repair,35,Male,<=50K
41,7th-8th,Exec-managerial,60,Male,<=50K
32,Some-college,Sales,30,Female,<=50K
73,HS-grad,?,22,Female,>50K
20,HS-grad,Sales,30,Female,<=50K
49,Masters,Sales,40,Male,>50K
36,Bachelors,Prof-specialty,40,Male,<=50K
33,Some-college,Adm-clerical,45,Female,<=50K
25,Some-college,Other-service,34,Female,<=50K
34,HS-grad,?,10,Male,<=50K
19,Some-college,?,40,Female,<=50K
40,Assoc-acdm,Protective-serv,40,Male,<=50K
48,HS-grad,Transport-moving,44,Male,<=50K
51,Some-college,Handlers-cleaners,50,Male,<=50K
22,Assoc-acdm,Handlers-cleaners,20,Male,<=50K
34,Some-college,Prof-specialty,50,Male,<=50K
22,10th,Sales,40,Female,<=50K
34,HS-grad,Exec-managerial,40,Male,<=50K
56,HS-grad,Other-service,40,Male,<=50K
49,HS-grad,Machine-op-inspct,40,Male,<=50K
36,Bachelors,Other-service,40,Female,<=50K
18,Some-college,Sales,20,Female,<=50K
26,HS-grad,Craft-repair,50,Male,<=50K
48,HS-grad,Exec-managerial,50,Male,<=50K
35,HS-grad,Exec-managerial,40,Male,<=50K
29,HS-grad,Handlers-cleaners,40,Male,<=50K
47,HS-grad,Craft-repair,40,Male,>50K
21,Assoc-voc,Adm-clerical,12,Female,<=50K
28,Some-college,Sales,50,Female,<=50K
53,Some-college,Transport-moving,40,Male,>50K
65,HS-grad,Adm-clerical,40,Female,<=50K
26,Some-college,Adm-clerical,40,Female,<=50K
50,Bachelors,Exec-managerial,50,Male,>50K
26,HS-grad,Craft-repair,50,Male,<=50K
70,HS-grad,Prof-specialty,20,Male,<=50K
55,Some-college,Machine-op-inspct,40,Male,<=50K
27,Bachelors,Transport-moving,35,Male,<=50K
31,Some-college,Exec-managerial,40,Male,>50K
43,Bachelors,Sales,55,Male,>50K
24,11th,Craft-repair,40,Male,<=50K
22,7th-8th,Other-service,40,Female,<=50K
26,HS-grad,Craft-repair,40,Female,<=50K
23,10th,Craft-repair,40,Female,<=50K
41,HS-grad,Farming-fishing,60,Male,<=50K
52,Masters,Sales,40,Male,<=50K
41,HS-grad,Farming-fishing,40,Female,<=50K
59,10th,Farming-fishing,40,Male,<=50K
56,Some-college,Exec-managerial,50,Female,>50K
58,HS-grad,Craft-repair,48,Male,>50K
65,Bachelors,Exec-managerial,40,Male,>50K
24,Bachelors,Prof-specialty,40,Male,<=50K
51,Assoc-acdm,Sales,45,Male,>50K
31,Some-college,Handlers-cleaners,45,Male,<=50K
84,HS-grad,Prof-specialty,16,Female,<=50K
51,Some-college,Craft-repair,40,Male,<=50K
24,Bachelors,Prof-specialty,50,Male,<=50K
30,HS-grad,Machine-op-inspct,45,Male,<=50K
22,10th,Other-service,40,Male,<=50K
30,Masters,Prof-specialty,40,Male,<=50K
47,Some-college,Exec-managerial,40,Female,<=50K
19,HS-grad,Sales,35,Female,<=50K
43,Some-college,Adm-clerical,36,Female,<=50K
30,Bachelors,Exec-managerial,50,Female,<=50K
46,Masters,Exec-managerial,45,Female,<=50K
49,Bachelors,Prof-specialty,60,Male,<=50K
37,5th-6th,Machine-op-inspct,40,Female,<=50K
42,Masters,Exec-managerial,40,Male,<=50K
57,Some-college,Sales,50,Male,<=50K
46,Assoc-acdm,Adm-clerical,40,Female,<=50K
23,Some-college,Other-service,20,Female,<=50K
26,Bachelors,Craft-repair,58,Male,>50K
64,Masters,Prof-specialty,8,Female,<=50K
20,HS-grad,Adm-clerical,40,Female,<=50K
31,HS-grad,Transport-moving,40,Male,<=50K
38,Bachelors,Tech-support,40,Male,>50K
44,Some-college,Machine-op-inspct,40,Male,<=50K
42,Assoc-voc,Craft-repair,40,Male,<=50K
23,Bachelors,Exec-managerial,40,Male,<=50K
31,Masters,Prof-specialty,90,Male,>50K
35,11th,Craft-repair,36,Male,<=50K
30,Some-college,Craft-repair,35,Male,<=50K
35,HS-grad,Craft-repair,20,Male,<=50K
40,HS-grad,Adm-clerical,38,Female,<=50K
18,11th,Other-service,20,Female,<=50K
23,10th,Transport-moving,30,Male,<=50K
63,HS-grad,Adm-clerical,40,Male,<=50K
20,HS-grad,Transport-moving,40,Male,<=50K
50,Masters,Exec-managerial,60,Male,>50K
49,Masters,Sales,45,Male,<=50K
53,10th,Farming-fishing,40,Male,<=50K
34,HS-grad,Adm-clerical,40,Female,<=50K
54,HS-grad,Transport-moving,56,Male,>50K
40,Some-college,Adm-clerical,40,Male,>50K
22,Bachelors,Sales,40,Female,<=50K
28,10th,Farming-fishing,35,Male,<=50K
24,HS-grad,Craft-repair,40,Male,<=50K
37,1st-4th,Other-service,48,Female,<=50K
62,HS-grad,Sales,16,Female,<=50K
19,Some-college,?,40,Male,<=50K
51,Assoc-voc,Prof-specialty,40,Female,<=50K
65,Some-college,Adm-clerical,40,Female,<=50K
31,HS-grad,Adm-clerical,8,Female,<=50K
42,Some-college,Exec-managerial,90,Male,>50K
42,HS-grad,Other-service,35,Female,<=50K
54,Assoc-acdm,Craft-repair,40,Male,<=50K
23,Bachelors,Exec-managerial,60,Female,<=50K
28,HS-grad,Other-service,46,Female,<=50K
42,11th,Craft-repair,40,Male,<=50K
30,HS-grad,Exec-managerial,40,Male,<=50K
33,HS-grad,Craft-repair,40,Male,<=50K
33,HS-grad,Tech-support,40,Female,<=50K
39,HS-grad,Machine-op-inspct,40,Male,<=50K
27,11th,Handlers-cleaners,40,Male,<=50K
20,11th,?,40,Male,<=50K
62,5th-6th,Farming-fishing,40,Male,<=50K
17,10th,Sales,30,Male,<=50K
58,Some-college,Adm-clerical,55,Female,>50K
69,Masters,Exec-managerial,40,Male,>50K
34,Bachelors,Prof-specialty,42,Male,>50K
34,Bachelors,Sales,50,Male,>50K
20,HS-grad,Handlers-cleaners,35,Male,<=50K
64,Some-college,Adm-clerical,40,Female,>50K
27,Some-college,Craft-repair,55,Male,<=50K
41,HS-grad,Adm-clerical,40,Female,>50K
40,7th-8th,Craft-repair,40,Male,<=50K
53,Masters,Adm-clerical,38,Male,>50K
44,Doctorate,Prof-specialty,45,Male,<=50K
37,5th-6th,Adm-clerical,40,Female,<=50K
46,Bachelors,Tech-support,60,Male,>50K
17,9th,Machine-op-inspct,20,Male,<=50K
35,HS-grad,Craft-repair,40,Male,<=50K
36,Assoc-acdm,Adm-clerical,40,Female,<=50K
49,HS-grad,Handlers-cleaners,40,Male,>50K
48,Prof-school,Prof-specialty,25,Female,<=50K
26,Bachelors,Sales,40,Male,<=50K
26,Assoc-acdm,Adm-clerical,8,Female,<=50K
35,HS-grad,Craft-repair,40,Male,<=50K
29,9th,Machine-op-inspct,40,Male,<=50K
54,Some-college,Sales,50,Male,>50K
36,Some-college,Adm-clerical,40,Male,<=50K
25,Bachelors,Prof-specialty,40,Male,<=50K
18,10th,Other-service,25,Male,<=50K
21,Some-college,Sales,20,Female,<=50K
22,HS-grad,Other-service,40,Male,<=50K
52,HS-grad,Craft-repair,45,Male,>50K
36,Some-college,Other-service,40,Female,<=50K
25,Bachelors,Exec-managerial,60,Female,<=50K
49,Doctorate,Prof-specialty,70,Male,>50K
42,Some-college,Sales,50,Male,>50K
37,Assoc-voc,Sales,54,Male,<=50K
39,Assoc-acdm,Craft-repair,40,Male,<=50K
32,Bachelors,Prof-specialty,40,Male,<=50K
53,HS-grad,Exec-managerial,40,Male,<=50K
30,11th,Craft-repair,40,Male,<=50K
51,Some-college,Tech-support,40,Female,>50K
62,Assoc-voc,Adm-clerical,40,Female,<=50K
38,5th-6th,Machine-op-inspct,40,Male,<=50K
23,Bachelors,Tech-support,40,Male,<=50K
39,HS-grad,Machine-op-inspct,40,Male,<=50K
37,Some-college,Adm-clerical,40,Male,<=50K
27,Assoc-acdm,?,40,Female,<=50K
41,Some-college,Machine-op-inspct,40,Male,<=50K
47,Bachelors,Sales,40,Male,>50K
25,Some-college,Exec-managerial,40,Female,>50K
35,Assoc-acdm,Other-service,50,Female,<=50K
47,HS-grad,Craft-repair,45,Male,>50K
30,HS-grad,Other-service,40,Male,<=50K
29,Assoc-voc,Tech-support,40,Male,<=50K
36,Assoc-voc,Exec-managerial,50,Female,>50K
42,Bachelors,Transport-moving,60,Male,<=50K
51,HS-grad,Transport-moving,40,Male,<=50K
34,HS-grad,Adm-clerical,40,Male,<=50K
44,HS-grad,Craft-repair,60,Male,<=50K
27,Bachelors,Machine-op-inspct,41,Male,<=50K
39,HS-grad,Handlers-cleaners,40,Male,<=50K
46,HS-grad,Craft-repair,40,Male,<=50K
32,HS-grad,Sales,62,Male,<=50K
31,Bachelors,Sales,50,Female,<=50K
23,11th,Craft-repair,35,Male,<=50K
47,Masters,Exec-managerial,55,Male,>50K
66,Bachelors,Prof-specialty,99,Male,<=50K
26,HS-grad,Machine-op-inspct,40,Male,<=50K
52,HS-grad,Handlers-cleaners,40,Male,>50K
53,11th,Exec-managerial,30,Female,<=50K
48,Bachelors,Exec-managerial,40,Male,<=50K
37,Assoc-acdm,Exec-managerial,50,Male,<=50K
17,11th,Other-service,5,Female,<=50K
50,Assoc-voc,Craft-repair,40,Male,>50K
28,HS-grad,?,40,Female,<=50K
17,11th,Adm-clerical,40,Female,<=50K
39,Some-college,Craft-repair,40,Male,<=50K
28,Bachelors,Tech-support,40,Female,<=50K
38,Assoc-acdm,Craft-repair,40,Male,<=50K
53,HS-grad,Transport-moving,40,Male,>50K
28,Bachelors,Prof-specialty,40,Male,<=50K
42,Some-college,Prof-specialty,32,Male,>50K
40,9th,Transport-moving,45,Male,<=50K
20,Some-college,Machine-op-inspct,40,Male,<=50K
32,Bachelors,Protective-serv,40,Male,>50K
23,Bachelors,Adm-clerical,40,Male,<=50K
25,Bachelors,Sales,40,Male,<=50K
41,HS-grad,Craft-repair,40,Male,<=50K
42,Bachelors,Prof-specialty,40,Male,>50K
18,12th,Sales,14,Male,<=50K
29,Bachelors,Prof-specialty,60,Male,>50K
36,HS-grad,Sales,50,Male,<=50K
34,10th,Craft-repair,40,Male,<=50K
34,HS-grad,Craft-repair,44,Male,<=50K
48,Prof-school,Prof-specialty,50,Male,>50K
36,Prof-school,Prof-specialty,80,Male,>50K
67,HS-grad,Other-service,40,Male,<=50K
53,HS-grad,Craft-repair,40,Male,>50K
53,Bachelors,Exec-managerial,40,Male,>50K
45,Doctorate,Prof-specialty,45,Male,>50K
22,10th,Other-service,35,Female,<=50K
25,Bachelors,Exec-managerial,43,Male,<=50K
61,Some-college,Other-service,40,Female,<=50K
31,Some-college,Adm-clerical,40,Female,<=50K
47,HS-grad,Prof-specialty,38,Male,<=50K
31,1st-4th,Prof-specialty,45,Male,<=50K
17,9th,Sales,32,Female,<=50K
38,Some-college,Sales,50,Male,>50K
23,HS-grad,Handlers-cleaners,40,Male,<=50K
42,Some-college,Exec-managerial,40,Female,<=50K
78,5th-6th,Transport-moving,36,Male,<=50K
54,Assoc-voc,Exec-managerial,40,Male,>50K
26,Bachelors,Adm-clerical,50,Female,<=50K
30,HS-grad,Prof-specialty,35,Male,>50K
46,Bachelors,Craft-repair,40,Male,>50K
26,Bachelors,Prof-specialty,45,Female,<=50K
30,HS-grad,Sales,35,Female,<=50K
66,Doctorate,Prof-specialty,35,Male,>50K
23,HS-grad,Craft-repair,40,Male,<=50K
25,Some-college,Tech-support,40,Male,<=50K
32,Bachelors,Sales,40,Male,<=50K
25,HS-grad,Craft-repair,38,Male,<=50K
51,11th,Machine-op-inspct,40,Male,<=50K
24,Bachelors,Prof-specialty,40,Male,<=50K
22,Some-college,Tech-support,40,Female,<=50K
28,HS-grad,Exec-managerial,40,Female,<=50K
29,11th,Other-service,20,Female,<=50K
26,Bachelors,Other-service,40,Male,<=50K
41,Bachelors,Exec-managerial,40,Male,>50K
19,Some-college,Sales,35,Female,<=50K
39,HS-grad,Sales,26,Male,<=50K
51,Prof-school,Prof-specialty,50,Male,>50K
29,HS-grad,?,20,Female,<=50K
27,5th-6th,Farming-fishing,40,Male,<=50K
33,Bachelors,Prof-specialty,40,Male,>50K
19,HS-grad,Sales,8,Female,<=50K
67,HS-grad,?,20,Male,<=50K
41,Bachelors,Prof-specialty,45,Male,>50K
29,Masters,Prof-specialty,40,Male,>50K
28,HS-grad,Adm-clerical,40,Male,<=50K
25,Some-college,Exec-managerial,40,Male,<=50K
21,HS-grad,Adm-clerical,36,Male,<=50K
24,Some-college,Tech-support,50,Male,>50K
48,11th,Other-service,31,Female,<=50K
46,Prof-school,Prof-specialty,60,Male,>50K
35,Some-college,Sales,50,Male,<=50K
35,Bachelors,Exec-managerial,40,Male,>50K
50,10th,Craft-repair,40,Male,<=50K
22,HS-grad,Sales,40,Female,<=50K
45,Some-college,Exec-managerial,40,Male,<=50K
62,Bachelors,Prof-specialty,40,Female,<=50K
39,Masters,Prof-specialty,45,Male,>50K
33,HS-grad,Craft-repair,40,Male,<=50K
22,Some-college,Handlers-cleaners,30,Female,<=50K
50,HS-grad,Craft-repair,48,Male,>50K
25,11th,Exec-managerial,40,Female,<=50K
44,Some-college,Other-service,40,Female,<=50K
26,HS-grad,Transport-moving,40,Male,>50K
31,Masters,Exec-managerial,50,Female,>50K
56,HS-grad,Sales,15,Female,<=50K
49,7th-8th,Sales,40,Male,<=50K
49,12th,Craft-repair,40,Male,>50K
46,HS-grad,Adm-clerical,43,Female,<=50K
33,Some-college,Craft-repair,40,Male,<=50K
25,Bachelors,Prof-specialty,30,Female,<=50K
40,Assoc-acdm,Exec-managerial,40,Female,>50K
72,7th-8th,?,30,Male,<=50K
32,Masters,Prof-specialty,10,Male,<=50K
44,Bachelors,Transport-moving,55,Male,<=50K
48,HS-grad,Adm-clerical,30,Female,<=50K
17,10th,Sales,12,Female,<=50K
50,Assoc-voc,Prof-specialty,36,Female,>50K
61,Some-college,Adm-clerical,34,Female,>50K
22,HS-grad,Handlers-cleaners,40,Male,<=50K
17,11th,Handlers-cleaners,17,Male,<=50K
49,Prof-school,Prof-specialty,60,Male,>50K
26,HS-grad,Other-service,50,Male,<=50K
19,Some-college,Prof-specialty,10,Male,<=50K
17,12th,Other-service,16,Female,<=50K
38,HS-grad,Other-service,40,Male,<=50K
34,Assoc-voc,Protective-serv,40,Male,<=50K
51,HS-grad,Craft-repair,50,Male,>50K
48,HS-grad,Craft-repair,42,Male,>50K
63,Masters,Prof-specialty,50,Male,>50K
19,HS-grad,Machine-op-inspct,40,Female,<=50K
73,Some-college,Adm-clerical,36,Female,>50K
51,HS-grad,Prof-specialty,43,Female,<=50K
38,Masters,Other-service,40,Male,<=50K
54,Some-college,Prof-specialty,40,Male,>50K
41,HS-grad,Craft-repair,40,Male,>50K
65,Bachelors,?,40,Male,>50K
36,Bachelors,Exec-managerial,50,Male,>50K
42,7th-8th,Craft-repair,40,Male,<=50K
38,Some-college,Craft-repair,40,Male,>50K
20,Some-college,?,40,Male,<=50K
37,Bachelors,Exec-managerial,50,Male,>50K
35,HS-grad,Craft-repair,40,Male,>50K
51,Some-college,Craft-repair,40,Male,<=50K
23,Assoc-voc,Adm-clerical,40,Female,<=50K
27,Bachelors,Prof-specialty,40,Female,<=50K
19,Some-college,?,16,Male,<=50K
37,Assoc-voc,Machine-op-inspct,42,Male,>50K
29,HS-grad,Machine-op-inspct,45,Male,<=50K
33,1st-4th,Craft-repair,32,Male,<=50K
60,HS-grad,Machine-op-inspct,40,Male,<=50K
22,Bachelors,Adm-clerical,20,Male,<=50K
22,Some-college,?,20,Male,<=50K
60,Assoc-voc,Other-service,37,Female,<=50K
35,11th,Other-service,20,Male,<=50K
45,Assoc-voc,Adm-clerical,40,Female,<=50K
30,HS-grad,Machine-op-inspct,40,Male,>50K
43,Some-college,Exec-managerial,70,Male,>50K
32,Masters,Adm-clerical,38,Female,<=50K
35,HS-grad,Craft-repair,42,Male,<=50K
32,Assoc-voc,Other-service,40,Female,<=50K
61,Assoc-voc,Craft-repair,40,Male,>50K
40,Masters,Exec-managerial,40,Female,<=50K
20,10th,?,30,Female,<=50K
42,Bachelors,Sales,60,Male,>50K
21,Some-college,Sales,35,Female,<=50K
21,Some-college,Sales,20,Female,<=50K
26,Bachelors,Exec-managerial,40,Female,<=50K
36,HS-grad,Exec-managerial,60,Male,>50K
24,Bachelors,Sales,40,Male,<=50K
47,Bachelors,Exec-managerial,57,Male,>50K
51,Assoc-acdm,Tech-support,30,Male,<=50K
65,HS-grad,?,40,Female,<=50K
61,Bachelors,Priv-house-serv,12,Female,<=50K
67,Some-college,Sales,25,Female,<=50K
49,HS-grad,Farming-fishing,25,Male,<=50K
63,HS-grad,?,40,Male,>50K
58,Assoc-voc,Craft-repair,48,Male,>50K
61,7th-8th,Machine-op-inspct,40,Female,<=50K
36,HS-grad,Craft-repair,35,Male,<=50K
19,Some-college,Tech-support,40,Male,<=50K
29,Some-college,Craft-repair,35,Male,<=50K
43,Bachelors,Machine-op-inspct,40,Male,>50K
60,HS-grad,Sales,55,Male,<=50K
21,Some-college,Sales,40,Male,<=50K
22,HS-grad,Sales,40,Female,<=50K
33,Bachelors,Exec-managerial,65,Male,>50K
36,Bachelors,Sales,50,Female,<=50K
37,Bachelors,Transport-moving,46,Male,<=50K
35,Assoc-acdm,Adm-clerical,40,Female,<=50K
17,10th,Priv-house-serv,30,Male,<=50K
37,HS-grad,Craft-repair,60,Male,>50K
